cod_endereco,cod_cliente,rua,numero,cidade,estado,cep
5922,24225,Lago Jesus,14,Nunes,BA,73093-483
5923,7220,Campo Oliveira,49,Gonçalves,DF,39532-288
5924,4674,Sítio Gabrielly Gomes,28,Almeida Verde,PB,37231915
5925,11266,Estrada Rhavi Camargo,47,Macedo,MT,10838558
5926,23358,Estrada de Cunha,95,da Luz de Ribeiro,RS,66658338
5927,2614,Morro Nina da Luz,34,Fernandes das Pedras,MT,06197-495
5928,8674,Morro Alexia Porto,54,da Mota,GO,81030-727
5929,12864,Loteamento Luiz Felipe Gonçalves,71,da Luz da Prata,RS,90845984
5930,8701,Pátio Rebeca Oliveira,70,Casa Grande do Oeste,TO,86614542
5931,6540,Praça de Cavalcanti,491,Borges do Sul,MS,30583-795
5932,19898,Feira Nathan Silveira,215,Sales,TO,62172844
5933,10456,Chácara Leão,7,Sousa,SE,60725219
5934,5014,Passarela Martins,26,Leão,PR,73513-012
5935,20471,Feira de Aragão,71,Araújo,RJ,10126-878
5936,23853,Avenida Nunes,26,Pastor Verde,ES,35426853
5937,19024,Residencial Dom Duarte,791,Novaes,PR,17329-777
5938,20349,Lagoa Vasconcelos,65,Macedo,SE,79287484
5939,5091,Esplanada Alves,99,Cunha,PB,34345-423
5940,21402,Praia de Costa,395,Nascimento de da Cruz,RS,65376435
5941,21386,Lago Emanuelly Monteiro,691,Oliveira do Galho,PE,17016552
5942,17703,Pátio Samuel Araújo,45,Brito do Oeste,MA,51287669
5943,5319,Colônia Mendes,6,da Cruz,SC,82465944
5944,569,Vila de da Conceição,86,da Cruz,AC,33058523
5945,23988,Vila Mendonça,77,Campos das Flores,ES,89435218
5946,22895,Avenida Novaes,531,Araújo,TO,45751121
5947,16316,Avenida Pietro da Mata,396,da Rocha,ES,58684948
5948,103,Núcleo Carolina Barbosa,94,Moraes da Praia,RO,97932959
5949,8280,Lagoa de Cardoso,7,Silva de Rios,MS,89824648
5950,4657,Aeroporto Lucas Sousa,6,Caldeira,RO,10676426
5951,9864,Setor Dias,433,Pires do Norte,MT,67455907
5952,16752,Lagoa Rodrigues,9,da Conceição,ES,25083389
5953,16435,Aeroporto Júlia Mendonça,1,Pastor,PR,72040955
5954,23941,Setor Asafe Silveira,427,da Rosa,CE,59535-409
5955,559,Aeroporto Sampaio,806,Castro,MA,98943854
5956,22372,Praia Cavalcanti,77,Pacheco,AM,25933288
5957,19331,Trecho de da Cunha,40,Pastor,BA,02585-927
5958,17228,Setor de Teixeira,72,Pimenta das Pedras,SC,24386661
5959,24189,Trecho Henrique Aparecida,92,das Neves Verde,MG,60972053
5960,24612,Quadra de Machado,6,Jesus,RN,39543-240
5961,8415,Ladeira Ferreira,89,Caldeira do Galho,PB,11912979
5962,868,Área de da Conceição,59,Peixoto Verde,AC,86980220
5963,5237,Jardim Ribeiro,807,Caldeira de Campos,SC,74806-246
5964,6384,Residencial Gael Marques,7,Costela do Campo,AL,76101180
5965,5703,Setor de Mendes,90,Jesus,CE,46554-135
5966,14506,Feira de Araújo,912,Cavalcante,ES,83066105
5967,9244,Colônia Vinícius Sá,12,Jesus do Oeste,RR,70421-221
5968,12569,Lagoa Andrade,9,Barros da Prata,MA,48321-398
5969,943,Chácara Maria Laura Guerra,7,Araújo da Mata,MA,08807350
5970,15400,Loteamento Nunes,4,Mendonça dos Dourados,MA,74358-522
5971,18375,Lago Albuquerque,45,Pinto,ES,93382963
5972,15304,Quadra Joana Nunes,53,Porto Grande,GO,58017-166
5973,8090,Núcleo Kamilly Sousa,98,das Neves,PE,27552-080
5974,20359,Distrito Casa Grande,8,Fernandes de Minas,PI,14092-733
5975,14957,Viela Joaquim Sá,5,Silveira do Sul,ES,17280-772
5976,3554,Passarela de Barros,7,Rios do Sul,ES,95717-754
5977,20769,Recanto de Dias,40,Porto do Amparo,SC,81175278
5978,328,Recanto de Andrade,114,Souza,PE,68930401
5979,23915,Distrito de Cavalcante,65,Sampaio,SP,86865120
5980,15901,Quadra Campos,8,Almeida,BA,70609336
5981,4870,Pátio da Luz,29,Cardoso da Prata,RJ,01601104
5982,18150,Vila Luana Monteiro,193,Mendes de Castro,SE,71502-503
5983,17307,Recanto Daniela Sousa,70,Cardoso,RS,79870434
5984,16767,Favela de Rezende,67,Ramos de Ramos,DF,02189-198
5985,18298,Vereda de Guerra,17,Fogaça,SC,12736986
5986,19691,Área Leão,850,Sales Grande,RJ,02329758
5987,329,Lagoa Cavalcante,53,da Luz da Mata,MT,11858-104
5988,7372,Passarela Vargas,751,da Mata do Galho,GO,53657148
5989,19388,Aeroporto Oliver Cavalcante,248,Andrade,SP,63869415
5990,9681,Sítio Marques,10,Marques,DF,56808819
5991,5165,Rua de da Rocha,486,Pimenta do Norte,BA,86717197
5992,18099,Campo de Novais,741,Pacheco,AL,22041-351
5993,19285,Rodovia João Barbosa,3,Câmara,PE,28806-000
5994,16383,Vila Arthur Miguel Leão,788,Martins da Praia,PE,58822-648
5995,11647,Parque de Novais,32,Pinto de Vasconcelos,PB,13298060
5996,21450,Condomínio de Moura,173,Sá,SP,02156-745
5997,676,Colônia Liam Farias,25,Aragão,AC,83561-344
5998,7859,Vila Silva,7,Alves,PA,57072-066
5999,13789,Residencial Caroline Mendes,67,Farias de Casa Grande,SE,47695-875
6000,22323,Jardim de da Paz,26,Barros,CE,12639-281
6001,14850,Jardim da Cruz,598,Rios do Norte,ES,23225-791
6002,1510,Setor de da Cunha,17,Campos da Serra,AL,15244-876
6003,10052,Rodovia Novaes,813,da Paz,PI,41956-788
6004,11589,Passarela de da Luz,11,Sá do Amparo,GO,87752-675
6005,7919,Rua Felipe Silva,3,das Neves,BA,10172-571
6006,20872,Lago Rios,36,Almeida da Prata,CE,92896-281
6007,22134,Travessa Araújo,27,Cunha do Amparo,MG,80596-628
6008,13188,Avenida Luiz Henrique Ferreira,1,das Neves de Dias,AP,58862-220
6009,24703,Feira de Gonçalves,2,Marques de Minas,MS,05842-897
6010,22365,Área Gael Gomes,59,da Paz,AL,29925014
6011,22594,Viela Davi Lucas Barbosa,66,Guerra,PA,74069-659
6012,9040,Largo Siqueira,598,da Cruz,SP,25801-280
6013,18167,Residencial Ana Beatriz Lopes,96,Sampaio,CE,56334-543
6014,17356,Largo de Mendes,305,Ferreira,DF,60229-262
6015,12166,Esplanada de Pereira,35,Garcia,RN,30305-749
6016,2275,Rua Melo,20,Pastor,PA,89458-918
6017,11978,Fazenda Jade Melo,3,Andrade de Fogaça,MG,87214-634
6018,15547,Aeroporto de Sá,72,Fonseca de Alves,AP,13719618
6019,1467,Loteamento Sabrina Sousa,61,Macedo,PB,26914078
6020,13820,Passarela Campos,545,Novaes,MS,76223-753
6021,5376,Trecho Andrade,62,Borges,GO,22172-705
6022,15576,Sítio de Silva,60,Gonçalves,MA,28726-334
6023,13827,Praça Matteo Freitas,470,Jesus,RN,96382-183
6024,21514,Favela de Cassiano,361,Gonçalves,RS,18920705
6025,8245,Alameda da Cunha,46,da Costa do Norte,GO,88541047
6026,3749,Viela Alves,61,Correia,MA,10492-376
6027,16247,Estação de Nogueira,52,Garcia,MS,35943966
6028,16562,Trevo de Fogaça,660,Carvalho,SE,10446-987
6029,21010,Chácara Vieira,36,Rios de Goiás,ES,25356-101
6030,1497,Distrito Dom Araújo,83,Moreira,RO,34423634
6031,15958,Área Araújo,246,Pinto,RJ,64312-693
6032,4988,Fazenda Kaique da Costa,75,Pacheco,SP,47875587
6033,11466,Vereda de Almeida,62,Monteiro,PR,11765-301
6034,87,Núcleo de Cavalcanti,38,Porto do Sul,AL,68389833
6035,10657,Passarela Porto,67,Montenegro do Oeste,PE,09067803
6036,5888,Conjunto Eduarda Ramos,90,da Luz,ES,45695-981
6037,14336,Viela da Mota,487,Machado,SC,90506920
6038,1530,Largo Luiz Gustavo Abreu,27,Montenegro,RO,88921470
6039,22141,Viela Lopes,48,Camargo Verde,GO,53721161
6040,19624,Favela de Garcia,8,das Neves do Sul,AL,64911-092
6041,13895,Colônia Stella Camargo,17,Machado do Oeste,AP,85662108
6042,2943,Ladeira Fernandes,49,Jesus,AP,96776-272
6043,4512,Vila Ferreira,68,Dias,ES,59832-629
6044,15784,Rua Novais,86,Macedo,CE,88779-179
6045,16965,Praça Nathan Siqueira,4,Vasconcelos da Serra,RJ,31584274
6046,12217,Rua Freitas,16,Castro,MG,19165009
6047,20453,Condomínio Fogaça,29,Siqueira,MA,12573-298
6048,21979,Avenida de Montenegro,1,Sampaio,PB,03426-519
6049,20047,Ladeira Letícia Pereira,30,Gomes do Sul,RR,36731475
6050,2629,Trecho de Santos,460,Brito Alegre,GO,88837-792
6051,21375,Estação de Jesus,92,Borges do Amparo,RJ,20832934
6052,15867,Rodovia de Peixoto,9,Farias,RO,23798-582
6053,17504,Chácara de Melo,3,Rocha Alegre,RN,18934-875
6054,152,Avenida Theo Lopes,64,Cavalcante,AC,44372-001
6055,18712,Lagoa Brenda Fernandes,15,Rocha da Serra,MA,66506-221
6056,8489,Vale Souza,12,Viana da Serra,MT,67542464
6057,1260,Vale Novais,45,Garcia,AL,94935161
6058,23431,Feira Lunna Pires,33,Dias das Flores,PE,43445806
6059,6211,Setor Joaquim Casa Grande,717,Caldeira da Mata,MG,25049-430
6060,3381,Praia Sampaio,889,Novais dos Dourados,SP,20042709
6061,5556,Praça Fonseca,66,Nogueira das Pedras,DF,92374-703
6062,17638,Quadra Isaque Correia,2,Almeida,SE,05772-882
6063,11364,Condomínio de Aragão,68,da Mata da Serra,GO,19794-342
6064,16668,Núcleo Sophia Lima,46,Macedo das Pedras,MS,22368579
6065,11701,Vereda Elisa Moreira,82,da Mata,AL,41078-838
6066,7283,Sítio de Rezende,90,Barros do Galho,RS,93331058
6067,895,Parque de Gomes,71,Cirino,MG,32781-017
6068,18648,Vila Cassiano,2,Carvalho,SC,36862-886
6069,8482,Parque Pimenta,4,da Costa,RN,84895409
6070,6957,Colônia Nascimento,64,Almeida,AC,60767657
6071,9613,Travessa Maria Helena Cardoso,99,Nascimento,PB,30762881
6072,21760,Campo Olivia Costela,711,Araújo,MS,10619-249
6073,23858,Colônia Maria Luiza Andrade,85,Cavalcanti Paulista,DF,95682-459
6074,4152,Estação de Fogaça,80,Garcia,TO,46761-114
6075,4869,Setor Oliver Vargas,7,Silva dos Dourados,PR,01874945
6076,8003,Feira Cassiano,185,Pastor,BA,36623-800
6077,19005,Rodovia Emanuel Silveira,17,Novaes,MG,29715-559
6078,5052,Sítio Lucas Gabriel Nogueira,65,Guerra,TO,00197202
6079,9556,Loteamento da Cunha,35,Borges do Oeste,PB,70783015
6080,13827,Lagoa João Nogueira,854,Sampaio de Viana,PE,84121-912
6081,17470,Fazenda Olívia da Mota,34,Santos das Pedras,RJ,84706-202
6082,5425,Sítio de Aparecida,3,Aragão de Peixoto,BA,00873-104
6083,3852,Quadra de Correia,30,Leão,SP,38639921
6084,21083,Conjunto de Farias,70,Freitas da Mata,SC,51476-637
6085,12040,Rua Anna Liz Barbosa,52,Sá,MT,57014-635
6086,18153,Trevo Albuquerque,38,Ribeiro da Prata,SC,56703-533
6087,5395,Área Fogaça,36,Lopes de Castro,PB,40815885
6088,30,Lagoa Maria Luísa da Costa,870,Moura,AC,39012019
6089,9089,Estrada Santos,92,Aparecida das Flores,SC,24123692
6090,19597,Passarela Ferreira,2,Sampaio,PB,36413-985
6091,239,Viaduto de Cirino,42,Alves,BA,53151-308
6092,9839,Jardim Siqueira,6,Campos da Serra,MT,74206497
6093,4236,Fazenda de Vieira,98,Farias do Campo,AM,58750-124
6094,17961,Estação de Siqueira,265,Almeida,SP,51250882
6095,3713,Avenida de Silva,17,Souza,PI,86369787
6096,22981,Via de Azevedo,75,Pereira do Amparo,RN,84770-269
6097,9564,Área Moreira,11,Cardoso do Norte,RO,62711015
6098,17188,Setor de Moura,283,Novais,RR,44226-602
6099,18127,Viela Brito,12,Cardoso,PB,73698919
6100,24376,Praia Isaque Vargas,4,Moura,AM,20924-118
6101,22689,Largo de da Luz,74,Moura de Goiás,SP,77272839
6102,4480,Feira Nunes,575,Abreu,SC,33503-470
6103,7208,Fazenda Luiz Otávio Andrade,6,da Mata da Prata,MT,07705-823
6104,16523,Pátio de Novais,21,da Paz das Flores,GO,87604-168
6105,1802,Lago Porto,315,da Cunha,AC,50363471
6106,725,Via Gabriel Lima,72,Jesus,RR,56760-163
6107,23515,Pátio Alícia Guerra,66,Peixoto,BA,23236-018
6108,10152,Área Daniel Cassiano,415,Farias do Campo,BA,02304-553
6109,17954,Sítio de Duarte,6,Novais,AL,49550917
6110,14829,Praça Vinícius Duarte,29,Duarte,AP,89945-808
6111,3890,Vereda de Ribeiro,11,Jesus de Nascimento,RJ,47691378
6112,11752,Chácara de Casa Grande,9,Leão de Camargo,MA,28964-746
6113,527,Rua de Brito,5,Marques de Campos,SC,30489-247
6114,13704,Parque Alícia Moraes,33,Pastor do Galho,SC,74452-240
6115,21686,Praia Pimenta,38,Sampaio,RR,55830213
6116,4900,Lago Araújo,31,Sampaio Alegre,PA,05739-852
6117,4999,Favela Théo Sousa,83,Carvalho,CE,99354088
6118,23674,Recanto Pastor,4,da Mata,MT,39501-542
6119,12786,Setor Júlia Pastor,78,Correia da Prata,AP,54276-831
6120,14490,Passarela Daniela das Neves,80,Freitas,RJ,23047-312
6121,6729,Vila de Vieira,75,Cassiano,CE,51679-608
6122,12225,Quadra Antônio Andrade,386,Silva da Serra,AC,73589-322
6123,17406,Parque de Silveira,8,Nunes,RS,79629-312
6124,2358,Ladeira de Garcia,22,Garcia,AM,79353-171
6125,8255,Avenida de Ribeiro,59,Teixeira,RR,70275-356
6126,18216,Praia Vieira,57,Rios,TO,32335763
6127,17585,Quadra Joana Vargas,81,Martins,SP,24893471
6128,23626,Conjunto de Oliveira,471,Cardoso,AL,32763619
6129,20502,Viaduto Júlia Almeida,970,Barros da Prata,DF,91687318
6130,16337,Pátio Duarte,85,Fonseca,SC,07190013
6131,17997,Fazenda Leão,23,Brito Alegre,PB,56892-930
6132,13085,Morro de da Cunha,92,Araújo,SE,12831-432
6133,18949,Quadra da Paz,3,Barros,ES,55697-871
6134,5159,Estação Moura,60,Vieira de da Cunha,MT,55313-459
6135,1872,Estrada de Aparecida,6,Lima dos Dourados,SE,23486128
6136,24354,Esplanada de Sá,33,Abreu do Sul,PB,18182999
6137,7675,Trecho João Vitor da Cunha,77,Câmara,MT,35235-691
6138,18829,Rodovia Nina Freitas,61,Melo,RO,70040168
6139,8953,Chácara Maya da Paz,88,Cassiano de Minas,PA,13069589
6140,21736,Morro de da Paz,57,Souza,PR,86842866
6141,16753,Distrito de Freitas,69,Costela,RN,44587950
6142,4849,Trevo Helena Gomes,57,Castro,PE,97788214
6143,16102,Campo de Castro,87,Porto de Gomes,AP,28706-578
6144,10653,Loteamento Rios,49,Novaes de Nogueira,AM,15280-971
6145,11325,Alameda Ravy Mendes,69,Porto do Sul,RJ,90900718
6146,16312,Colônia de Cunha,61,Teixeira da Praia,RR,75795093
6147,19318,Conjunto Ana Vitória Nogueira,64,Cassiano,RJ,15802356
6148,13970,Lago Sarah Rezende,169,Viana,SC,29309-914
6149,17218,Trecho Maria Alice Nunes,59,Pires,MS,11257-515
6150,14459,Largo Otávio Rios,612,da Rosa dos Dourados,AL,60757707
6151,441,Esplanada Caldeira,41,Araújo do Sul,MA,04242-888
6152,5876,Aeroporto Francisco Viana,3,Sousa,PR,90576715
6153,14026,Setor Luísa Nascimento,88,Barbosa,PI,73252-605
6154,3076,Vila Luiz Gustavo Aparecida,86,das Neves,MA,64440927
6155,1645,Vila Martins,51,Cavalcanti,MG,33284972
6156,8355,Chácara de Lima,7,da Rocha,MT,34972559
6157,18929,Favela de Ribeiro,64,Mendes de Melo,SC,35918359
6158,12002,Aeroporto de Gomes,84,Barros,SC,62473088
6159,7908,Campo da Cunha,77,Mendes,MG,38417-323
6160,6060,Rua Gabriela Rezende,43,Pinto,PB,84434-094
6161,2279,Morro Mirella Sousa,349,Dias de Minas,GO,42193391
6162,8992,Esplanada Mendonça,4,Teixeira Paulista,PR,89654224
6163,16859,Alameda João Pedro Mendes,45,Novaes,GO,30137-413
6164,20082,Parque de Albuquerque,73,Azevedo,PA,43631981
6165,7719,Chácara de Martins,594,Jesus Verde,MG,70420860
6166,7036,Colônia de Duarte,283,Albuquerque,AM,39390-929
6167,5293,Vereda de da Rocha,90,Gonçalves de Rezende,RN,75330-080
6168,11753,Largo Sales,22,Fernandes do Galho,PA,95361-433
6169,13121,Lagoa de Alves,71,Lima,RS,29823-635
6170,13674,Vereda Raul Sá,446,Abreu de Gonçalves,RR,47759948
6171,19063,Quadra Aparecida,99,Leão de Marques,CE,48680635
6172,22118,Jardim Souza,56,Machado do Norte,CE,37373264
6173,12940,Conjunto Lima,51,Albuquerque,AL,62811-257
6174,2875,Trecho da Mata,99,Mendes,PI,71353293
6175,18001,Avenida de Azevedo,95,Gonçalves,PE,06763-714
6176,8457,Feira de da Rosa,86,Vargas,SC,10390-319
6177,12246,Ladeira Rael Gomes,7,Mendes das Pedras,PA,95128-931
6178,3155,Travessa Martins,10,Pimenta do Amparo,RR,63443-209
6179,15133,Vereda Milena Cardoso,46,da Costa,CE,57892-914
6180,18162,Vila Ana Clara Alves,86,Mendes,MS,64754386
6181,4546,Rodovia Almeida,32,Lopes das Flores,RR,71691953
6182,13329,Quadra Nogueira,95,Caldeira de Minas,RR,15973-854
6183,9259,Jardim de Siqueira,70,Porto,MT,54092897
6184,16290,Praia Ravi Cavalcante,6,Monteiro,MG,09956-824
6185,5163,Vereda Freitas,882,Moreira,BA,09012924
6186,9941,Alameda Albuquerque,713,Oliveira,AC,19901-132
6187,20420,Colônia Ana Laura Aragão,53,Silva,RR,10140-485
6188,14764,Avenida Pires,7,Gomes do Galho,RN,42418532
6189,24606,Vereda Isadora Barbosa,55,Ferreira,SP,72895975
6190,11225,Recanto Lima,4,Cassiano do Oeste,RO,88899219
6191,19746,Setor de Fogaça,791,Teixeira,SP,05728-601
6192,6708,Lago Pinto,65,Ribeiro,MS,37086-346
6193,23484,Colônia Jesus,92,Pinto de da Cruz,RO,68372-188
6194,11092,Área Caio Fogaça,68,Sampaio de Silva,RR,20913-580
6195,4995,Estrada Albuquerque,651,da Conceição do Galho,RS,56989-834
6196,20204,Lago Cardoso,51,Fonseca do Galho,PE,36551-617
6197,24783,Lagoa Nicole Peixoto,593,Correia,SP,63050-267
6198,15993,Parque de Mendonça,8,Viana,DF,53810148
6199,5403,Praça Sabrina da Conceição,53,Freitas,RR,56438301
6200,16106,Jardim Nathan Monteiro,63,Mendonça,MG,69527-527
6201,5310,Esplanada de Lima,4,Costa,RS,51277019
6202,17620,Alameda Guerra,15,Andrade do Amparo,PR,66844-956
6203,8232,Fazenda Santos,94,Castro,TO,03334971
6204,1554,Favela Gabriela da Rocha,21,Rezende das Pedras,SP,45834-328
6205,21096,Alameda de Lima,50,Sampaio,DF,95075774
6206,1847,Trecho Ana Carolina Novaes,8,Borges de Minas,TO,87632575
6207,4245,Quadra da Luz,69,da Rosa do Amparo,AC,77407966
6208,384,Trecho Costela,78,da Mota Verde,AM,64691892
6209,22631,Parque Moraes,540,Novaes das Pedras,PA,07459-877
6210,15895,Esplanada Vasconcelos,34,Casa Grande,AL,09381-057
6211,24716,Viaduto Cunha,19,Nunes,AM,62731769
6212,6118,Esplanada de Cunha,32,Novais,SC,71585065
6213,23617,Rodovia Moura,931,Vasconcelos,CE,07221-258
6214,15055,Loteamento de Câmara,64,Nunes de Sá,RJ,12711-384
6215,8511,Viela Matteo Jesus,74,Santos,RO,86249746
6216,2276,Largo de Nunes,376,Santos,MT,15062-259
6217,3181,Chácara de Souza,81,Costa Paulista,AP,65882-794
6218,24759,Trecho de Gonçalves,6,Melo Alegre,RS,76027-222
6219,12451,Feira Pastor,20,Pacheco do Norte,ES,11212-151
6220,12755,Vila de Costa,328,Albuquerque da Praia,RN,30971-755
6221,19693,Fazenda Théo Mendonça,15,Vasconcelos,AC,38741-293
6222,6992,Passarela Sá,44,Fogaça dos Dourados,AL,97951-189
6223,7972,Condomínio da Cunha,6,Rezende,AL,56292-997
6224,20168,Rodovia da Luz,216,Borges,TO,35334-045
6225,17293,Recanto Rocha,65,Casa Grande de Rodrigues,SP,77456346
6226,12494,Vale de Costela,3,Campos de da Rocha,MG,14442045
6227,15291,Quadra Correia,8,Martins da Serra,AM,51387-160
6228,4604,Recanto Castro,20,da Cunha de Azevedo,DF,04726-756
6229,25,Rua Alves,73,Ferreira de Araújo,CE,98521-261
6230,10427,Vereda Maria Júlia Sá,82,Rodrigues,MT,67720-401
6231,18528,Setor Rocha,54,Almeida,AM,46587-841
6232,3648,Travessa das Neves,30,Melo,RJ,79433032
6233,24936,Estrada Benjamin Monteiro,9,Marques,SP,31428-687
6234,6428,Residencial Moraes,1,Caldeira de Goiás,RJ,21156-335
6235,1072,Trevo Catarina Cavalcanti,71,Santos,RO,32189-879
6236,8882,Largo Lorenzo Dias,64,Câmara,DF,55644-527
6237,8788,Vale Rodrigues,39,Oliveira,AM,55490795
6238,4168,Área Rebeca da Cunha,1,Mendonça,RR,64867637
6239,21748,Ladeira Lucca da Cunha,645,Albuquerque dos Dourados,TO,83589906
6240,19424,Residencial Raquel Souza,288,Souza Verde,RN,19289070
6241,19711,Campo de Jesus,73,Alves,MG,67385428
6242,16102,Recanto Marcos Vinicius Casa Grande,4,Andrade de Sá,RJ,87318-013
6243,10673,Quadra Martins,10,da Cunha do Campo,SP,32332498
6244,8115,Núcleo Pimenta,707,Castro,SC,35744834
6245,4088,Área de Cavalcanti,71,Almeida Alegre,MT,69593668
6246,24243,Residencial Fonseca,21,Nunes,RR,83308-561
6247,2074,Vila Daniel da Cunha,3,Silveira,ES,74170-343
6248,3831,Largo Sales,70,Moraes,TO,33462-646
6249,24502,Largo Gael Pires,17,Andrade do Campo,AP,93949-491
6250,300,Esplanada de Peixoto,42,Pimenta,PB,19258-411
6251,15476,Jardim das Neves,79,Dias,PR,42052468
6252,19650,Condomínio Câmara,12,da Mota,SP,60582518
6253,18227,Alameda Abreu,75,Fogaça da Mata,PB,31712-907
6254,2275,Condomínio Pimenta,19,Farias do Norte,MS,59038436
6255,19825,Estrada Fernandes,20,da Rosa,MS,53965956
6256,3734,Lago Ravi Lucca Cavalcanti,536,Vasconcelos,PA,48942-531
6257,15400,Morro de Lima,83,Correia do Galho,RS,56489-622
6258,1887,Distrito Liam Moura,88,Porto da Prata,RR,90160-752
6259,4098,Chácara Barbosa,3,Ramos Verde,MG,79604-651
6260,1499,Morro Raquel Brito,62,Aragão,AL,75361529
6261,713,Jardim Ferreira,4,Novais,RS,32129-537
6262,4441,Via de Aragão,82,Lima de Teixeira,SP,42185-058
6263,5187,Lago de Cavalcanti,938,Ramos,RR,15631650
6264,18960,Estação de Sampaio,977,Machado,AC,70506-154
6265,23665,Vale Enzo Cardoso,772,Pacheco Grande,MA,84391355
6266,14849,Campo de da Paz,11,Fernandes de Goiás,RJ,50499410
6267,14468,Lago Sampaio,7,Aragão,RR,75691-680
6268,10992,Colônia Rodrigues,10,Aragão,TO,18273-490
6269,7922,Travessa de Pimenta,99,Freitas de Minas,PB,74488-536
6270,22070,Trecho Duarte,293,Fonseca,SE,26654203
6271,7657,Praia Sampaio,32,da Costa de Moura,RJ,92522341
6272,23349,Fazenda Cunha,234,Andrade de Moura,GO,79643-258
6273,16376,Fazenda de Machado,99,Sousa,PA,73511549
6274,5756,Setor Ana Marques,70,Moura,PR,86253-288
6275,19929,Setor de Leão,339,Câmara da Prata,DF,90609942
6276,20710,Alameda Borges,95,da Mata do Galho,PI,05916-299
6277,13289,Campo Natália Nascimento,39,da Mata,BA,96063024
6278,15054,Rodovia Silva,96,da Rocha,PE,74374-498
6279,16999,Feira Viana,882,Andrade,TO,92865-454
6280,61,Residencial de Costa,46,Cardoso,RO,68988218
6281,11630,Lagoa de Cunha,98,Costela de Caldeira,PB,96508760
6282,21119,Lagoa Anthony Siqueira,76,Moreira,BA,96078251
6283,21388,Jardim Caldeira,558,da Luz de Pimenta,DF,46819592
6284,20859,Estrada Monteiro,33,Novais Grande,BA,08984465
6285,17233,Residencial Cecilia Nunes,717,da Cunha,MS,08047012
6286,3440,Distrito Luiz Henrique Rezende,579,Câmara,TO,36453-603
6287,900,Viaduto de Jesus,4,Cunha,RR,54922387
6288,16428,Residencial Ayla Albuquerque,82,Ferreira da Mata,MG,42506-820
6289,6639,Condomínio Sampaio,5,Montenegro,PR,61518278
6290,23827,Alameda de Fogaça,99,Cardoso,MS,20558-935
6291,7539,Alameda Andrade,7,da Paz,MG,14823626
6292,16522,Travessa Ravi Lucca Moreira,9,das Neves do Oeste,SE,09684-483
6293,16591,Conjunto de Cirino,61,Moreira,RO,53967309
6294,24992,Área Alana Oliveira,31,Farias de Araújo,MT,44808014
6295,12161,Núcleo de Rezende,5,Fogaça,MA,21715420
